sales_agent,account,deal_stage,engage_at,close_at,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG
Anna Snelling,Rangreen,Lost,2017-07-07,2017-07-13,0.0,1987.0,2938.67,8775.0,55,6.0,Large,37.0,Established,0,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Boris Faz,Betasoloin,Won,2017-07-07,2017-07-09,574.0,1999.0,251.41,495.0,550,2.0,Small,25.0,Established,1,7.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Cassey Cress,Umbrella Corporation,Engaging,2017-07-07,,,1998.0,2022.14,5113.0,1096,,Large,26.0,Established,0,7.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Cassey Cress,Opentech,Won,2017-07-07,2017-09-07,48.0,1994.0,355.23,853.0,55,62.0,Small,30.0,Established,1,7.0,3.0,Basic,0.5620689655172414,1726.0114942528735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Cecily Lampkin,Statholdings,Lost,2017-07-07,2017-07-17,0.0,1997.0,291.27,586.0,55,10.0,Small,27.0,Established,0,7.0,3.0,Basic,0.6294117647058823,1436.25,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Cecily Lampkin,Isdom,Won,2017-07-07,2017-07-15,458.0,2002.0,3178.24,4540.0,550,8.0,Medium,22.0,Established,1,7.0,3.0,Basic,0.6294117647058823,1436.25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Cecily Lampkin,Codehow,Won,2017-07-07,2017-09-18,5455.0,1998.0,2714.9,2641.0,5482,73.0,Medium,26.0,Established,1,7.0,3.0,Complex,0.6294117647058823,1436.25,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
Corliss Cosme,Silis,Lost,2017-07-07,2017-07-14,0.0,1994.0,2818.38,6290.0,550,7.0,Large,30.0,Established,0,7.0,3.0,Basic,0.5859375,1838.585152838428,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Corliss Cosme,Kan-code,Won,2017-07-07,2017-09-17,5666.0,1982.0,11698.03,34288.0,5482,72.0,Enterprise,42.0,Established,1,7.0,3.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Daniell Hammack,Bluth Company,Won,2017-07-07,2017-07-09,1107.0,1993.0,1242.32,3027.0,1096,2.0,Medium,31.0,Established,1,7.0,3.0,Intermediate,0.5377358490566038,1947.7486631016043,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Daniell Hammack,Acme Corporation,Won,2017-07-07,2017-07-08,4089.0,1996.0,1100.04,2822.0,4821,1.0,Medium,28.0,Established,1,7.0,3.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Donn Cantrell,Ontomedia,Won,2017-07-07,2017-09-08,498.0,1997.0,882.12,2769.0,550,63.0,Medium,27.0,Established,1,7.0,3.0,Basic,0.5745454545454546,1621.3090909090909,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Elease Gluck,Hatfan,Lost,2017-07-07,2017-09-07,0.0,1982.0,792.46,1299.0,3393,62.0,Medium,42.0,Established,0,7.0,3.0,Complex,0.5555555555555556,2295.1984126984125,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Jonathan Berthelot,Dontechi,Won,2017-07-07,2017-07-11,64.0,1982.0,4618.0,10083.0,55,4.0,Enterprise,42.0,Established,1,7.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Kami Bicknell,Xx-holding,Lost,2017-07-07,2017-07-09,0.0,1993.0,7537.24,20293.0,3393,2.0,Enterprise,31.0,Established,0,7.0,3.0,Complex,0.5780730897009967,1163.4411764705883,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Kary Hendrixson,Conecom,Engaging,2017-07-07,,,2005.0,1520.66,1806.0,5482,,Medium,19.0,Mature,0,7.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Kary Hendrixson,Konex,Lost,2017-07-07,2017-07-09,0.0,1980.0,7708.38,13756.0,550,2.0,Enterprise,44.0,Established,0,7.0,3.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Kary Hendrixson,Finjob,Won,2017-07-07,2017-07-09,565.0,1988.0,2059.9,3644.0,550,2.0,Medium,36.0,Established,1,7.0,3.0,Basic,0.5618279569892473,1356.113432835821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Kary Hendrixson,Kan-code,Won,2017-07-07,2017-07-17,579.0,1982.0,11698.03,34288.0,550,10.0,Enterprise,42.0,Established,1,7.0,3.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Lajuana Vencill,Hottechi,Won,2017-07-07,2017-09-11,56.0,1997.0,8170.38,16499.0,55,66.0,Enterprise,27.0,Established,1,7.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Markita Hansen,Scotfind,Won,2017-07-07,2017-09-05,4063.0,1996.0,6354.87,16780.0,4821,60.0,Enterprise,28.0,Established,1,7.0,3.0,Complex,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Marty Freudenburg,Inity,Won,2017-07-07,2017-07-17,1193.0,1986.0,2403.58,8801.0,1096,10.0,Large,38.0,Established,1,7.0,3.0,Intermediate,0.5350877192982456,1501.0051546391753,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
Moses Frase,Scottech,Lost,2017-07-07,2017-07-15,0.0,2012.0,45.39,100.0,550,8.0,Small,12.0,Mature,0,7.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Niesha Huffines,Betatech,Won,2017-07-07,2017-07-11,1088.0,1986.0,647.18,1185.0,1096,4.0,Medium,38.0,Established,1,7.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
Reed Clapper,Xx-zobam,Lost,2017-07-07,2017-09-17,0.0,1989.0,3838.39,8274.0,1096,72.0,Large,35.0,Established,0,7.0,3.0,Intermediate,0.6540084388185654,1849.5189873417721,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Rosalina Dieter,Xx-holding,Won,2017-07-07,2017-09-11,58.0,1993.0,7537.24,20293.0,55,66.0,Enterprise,31.0,Established,1,7.0,3.0,Basic,0.5714285714285714,2140.0272727272727,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Vicki Laflamme,Golddex,Lost,2017-07-07,2017-07-09,0.0,2008.0,52.5,165.0,3393,2.0,Small,16.0,Mature,0,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Vicki Laflamme,Green-Plus,Won,2017-07-07,2017-07-13,4466.0,2003.0,692.19,1922.0,5482,6.0,Medium,21.0,Established,1,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Violet Mclelland,Kinnamplus,Lost,2017-07-07,2017-07-14,0.0,2004.0,702.72,1831.0,550,7.0,Medium,20.0,Mature,0,7.0,3.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Violet Mclelland,Xx-zobam,Lost,2017-07-07,2017-07-15,0.0,1989.0,3838.39,8274.0,3393,8.0,Large,35.0,Established,0,7.0,3.0,Complex,0.5727699530516432,639.5388601036269,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Anna Snelling,Gogozoom,Won,2017-07-08,2017-11-06,55.0,2007.0,86.68,187.0,55,121.0,Small,17.0,Mature,1,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
Boris Faz,Finhigh,Engaging,2017-07-08,,,2006.0,1102.43,1759.0,550,,Medium,18.0,Mature,0,7.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Cassey Cress,Donware,Lost,2017-07-08,2017-07-15,0.0,1999.0,1197.44,2570.0,1096,7.0,Medium,25.0,Established,0,7.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Cassey Cress,Konex,Won,2017-07-08,2017-07-16,861.0,1980.0,7708.38,13756.0,1096,8.0,Enterprise,44.0,Established,1,7.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Corliss Cosme,Acme Corporation,Engaging,2017-07-08,,,1996.0,1100.04,2822.0,550,,Medium,28.0,Established,0,7.0,3.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Corliss Cosme,Plussunin,Lost,2017-07-08,2017-07-09,0.0,2003.0,1419.98,4018.0,3393,1.0,Medium,21.0,Established,0,7.0,3.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Corliss Cosme,Umbrella Corporation,Won,2017-07-08,2017-07-19,5137.0,1998.0,2022.14,5113.0,4821,11.0,Large,26.0,Established,1,7.0,3.0,Complex,0.5859375,1838.585152838428,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Darcel Schlecht,Betatech,Won,2017-07-08,2017-07-16,54.0,1986.0,647.18,1185.0,55,8.0,Medium,38.0,Established,1,7.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
Donn Cantrell,Kinnamplus,Won,2017-07-08,2017-07-14,1020.0,2004.0,702.72,1831.0,1096,6.0,Medium,20.0,Mature,1,7.0,3.0,Intermediate,0.5745454545454546,1621.3090909090909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Donn Cantrell,Yearin,Won,2017-07-08,2017-09-28,1136.0,2005.0,2261.05,3851.0,1096,82.0,Medium,19.0,Mature,1,7.0,3.0,Intermediate,0.5745454545454546,1621.3090909090909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Donn Cantrell,Konex,Won,2017-07-08,2017-07-14,55.0,1980.0,7708.38,13756.0,55,6.0,Enterprise,44.0,Established,1,7.0,3.0,Basic,0.5745454545454546,1621.3090909090909,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Elease Gluck,Groovestreet,Won,2017-07-08,2017-09-09,5097.0,2003.0,223.8,299.0,4821,63.0,Small,21.0,Established,1,7.0,3.0,Complex,0.5555555555555556,2295.1984126984125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Garret Kinder,Kinnamplus,Won,2017-07-08,2017-07-09,483.0,2004.0,702.72,1831.0,550,1.0,Medium,20.0,Mature,1,7.0,3.0,Basic,0.6097560975609756,1607.9105691056911,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
James Ascencio,Zoomit,Won,2017-07-08,2017-08-29,587.0,1992.0,324.19,978.0,550,52.0,Small,32.0,Established,1,7.0,3.0,Basic,0.6053811659192825,2007.4417475728155,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
James Ascencio,Kan-code,Won,2017-07-08,2017-07-16,5284.0,1982.0,11698.03,34288.0,5482,8.0,Enterprise,42.0,Established,1,7.0,3.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Jonathan Berthelot,Scottech,Lost,2017-07-08,2017-07-09,0.0,2012.0,45.39,100.0,550,1.0,Small,12.0,Mature,0,7.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Jonathan Berthelot,Warephase,Lost,2017-07-08,2017-09-12,0.0,1997.0,2041.73,5276.0,550,66.0,Large,27.0,Established,0,7.0,3.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Kary Hendrixson,Y-corporation,Lost,2017-07-08,2017-09-28,0.0,1983.0,2871.35,9561.0,3393,82.0,Large,41.0,Established,0,7.0,3.0,Complex,0.5618279569892473,1356.113432835821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True
Kary Hendrixson,Green-Plus,Won,2017-07-08,2017-07-09,993.0,2003.0,692.19,1922.0,1096,1.0,Medium,21.0,Established,1,7.0,3.0,Intermediate,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Markita Hansen,Groovestreet,Lost,2017-07-08,2017-07-15,0.0,2003.0,223.8,299.0,550,7.0,Small,21.0,Established,0,7.0,3.0,Basic,0.5118110236220472,1448.4229074889868,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Maureen Marcano,Finjob,Won,2017-07-08,2017-09-19,4642.0,1988.0,2059.9,3644.0,4821,73.0,Medium,36.0,Established,1,7.0,3.0,Complex,0.6506550218340611,1645.0469483568074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Reed Clapper,Umbrella Corporation,Lost,2017-07-08,2017-07-17,0.0,1998.0,2022.14,5113.0,4821,9.0,Large,26.0,Established,0,7.0,3.0,Complex,0.6540084388185654,1849.5189873417721,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Reed Clapper,Kan-code,Won,2017-07-08,2017-07-15,4530.0,1982.0,11698.03,34288.0,4821,7.0,Enterprise,42.0,Established,1,7.0,3.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False
Rosalina Dieter,Y-corporation,Lost,2017-07-08,2017-07-10,0.0,1983.0,2871.35,9561.0,55,2.0,Large,41.0,Established,0,7.0,3.0,Basic,0.5714285714285714,2140.0272727272727,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True
Rosie Papadopoulos,Xx-zobam,Won,2017-07-08,2017-07-09,3569.0,1989.0,3838.39,8274.0,3393,1.0,Large,35.0,Established,1,7.0,3.0,Complex,0.5735294117647058,1902.2231404958677,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Vicki Laflamme,Hottechi,Won,2017-07-08,2017-08-31,3276.0,1997.0,8170.38,16499.0,3393,54.0,Enterprise,27.0,Established,1,7.0,3.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
Violet Mclelland,Plussunin,Engaging,2017-07-08,,,2003.0,1419.98,4018.0,55,,Medium,21.0,Established,0,7.0,3.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
Violet Mclelland,Mathtouch,Lost,2017-07-08,2017-07-10,0.0,1984.0,3027.46,9516.0,3393,2.0,Large,40.0,Established,0,7.0,3.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
Zane Levy,Finjob,Lost,2017-07-08,2017-07-16,0.0,1988.0,2059.9,3644.0,550,8.0,Medium,36.0,Established,0,7.0,3.0,Basic,0.5551724137931034,1647.7701149425288,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False
Zane Levy,Green-Plus,Lost,2017-07-08,2017-07-16,0.0,2003.0,692.19,1922.0,1096,8.0,Medium,21.0,Established,0,7.0,3.0,Intermediate,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False
Zane Levy,Doncon,Lost,2017-07-08,2017-07-17,0.0,2010.0,587.72,1501.0,5482,9.0,Medium,14.0,Mature,0,7.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Zane Levy,Rantouch,Lost,2017-07-08,2017-07-15,0.0,1994.0,1188.42,3015.0,5482,7.0,Medium,30.0,Established,0,7.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Zane Levy,Hatfan,Lost,2017-07-08,2017-11-09,0.0,1982.0,792.46,1299.0,4821,124.0,Medium,42.0,Established,0,7.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False
Zane Levy,Kan-code,Won,2017-07-08,2017-07-17,5576.0,1982.0,11698.03,34288.0,5482,9.0,Enterprise,42.0,Established,1,7.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
Anna Snelling,Genco Pura Olive Oil Company,Won,2017-07-09,2017-09-16,460.0,2007.0,894.33,1635.0,550,69.0,Medium,17.0,Mature,1,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
Boris Faz,Zathunicon,Won,2017-07-09,2017-07-16,457.0,2010.0,71.12,144.0,550,7.0,Small,14.0,Mature,1,7.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Cassey Cress,Silis,Lost,2017-07-09,2017-07-15,0.0,1994.0,2818.38,6290.0,3393,6.0,Large,30.0,Established,0,7.0,3.0,Complex,0.5620689655172414,1726.0114942528735,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
Corliss Cosme,Gekko & Co,Won,2017-07-09,2017-07-10,665.0,1990.0,2520.83,3502.0,550,1.0,Medium,34.0,Established,1,7.0,3.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False
Corliss Cosme,Zathunicon,Won,2017-07-09,2017-07-15,1122.0,2010.0,71.12,144.0,1096,6.0,Small,14.0,Mature,1,7.0,3.0,Intermediate,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Corliss Cosme,Umbrella Corporation,Won,2017-07-09,2017-07-18,5578.0,1998.0,2022.14,5113.0,5482,9.0,Large,26.0,Established,1,7.0,3.0,Complex,0.5859375,1838.585152838428,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Daniell Hammack,Betatech,Engaging,2017-07-09,,,1986.0,647.18,1185.0,4821,,Medium,38.0,Established,0,7.0,3.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
Darcel Schlecht,Rundofase,Won,2017-07-09,2017-09-08,460.0,1983.0,1008.06,1238.0,550,61.0,Medium,41.0,Established,1,7.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Donn Cantrell,Donware,Won,2017-07-09,2017-08-31,1133.0,1999.0,1197.44,2570.0,1096,53.0,Medium,25.0,Established,1,7.0,3.0,Intermediate,0.5745454545454546,1621.3090909090909,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Donn Cantrell,Gekko & Co,Won,2017-07-09,2017-09-18,1194.0,1990.0,2520.83,3502.0,1096,71.0,Medium,34.0,Established,1,7.0,3.0,Intermediate,0.5745454545454546,1621.3090909090909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
Donn Cantrell,Yearin,Won,2017-07-09,2017-09-16,5861.0,2005.0,2261.05,3851.0,5482,69.0,Medium,19.0,Mature,1,7.0,3.0,Complex,0.5745454545454546,1621.3090909090909,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
Gladys Colclough,Dontechi,Lost,2017-07-09,2017-07-17,0.0,1982.0,4618.0,10083.0,550,8.0,Enterprise,42.0,Established,0,7.0,3.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False
Gladys Colclough,Stanredtax,Won,2017-07-09,2017-08-28,1194.0,1987.0,1698.2,3798.0,1096,50.0,Medium,37.0,Established,1,7.0,3.0,Intermediate,0.5152671755725191,1489.9741379310344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
