sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee
Elease Gluck,Sonron,Won,56.0,1999.0,1699.85,5108.0,55,10.0,Large,25.0,Established,1.0,5.0,2.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.33278191072826935
Garret Kinder,Gekko & Co,Won,607.0,1990.0,2520.83,3502.0,550,66.0,Medium,34.0,Established,1.0,5.0,2.0,Basic,0.6097560975609756,1607.9105691056911,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.7198258138206739
Gladys Colclough,Condax,Won,48.0,2017.0,4.54,9.0,55,9.0,Small,7.0,Young,1.0,5.0,2.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5044444444444445
Hayden Neloms,Nam-zim,Won,,1987.0,405.59,1179.0,1096,47.98539710922366,Medium,37.0,Established,1.0,5.0,2.0,Intermediate,0.6445783132530121,1790.203947368421,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,1,0,0,0,0,False,True,False,0.34401187446988973
James Ascencio,Singletechno,Lost,0.0,1996.0,2214.94,5374.0,550,79.0,Large,28.0,Established,0.0,5.0,2.0,Basic,0.6053811659192825,2007.4417475728155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.41215854112393
James Ascencio,Blackzim,Won,570.0,2009.0,497.11,1588.0,550,84.0,Medium,15.0,Mature,1.0,5.0,2.0,Basic,0.6053811659192825,2007.4417475728155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.31304156171284636
James Ascencio,Singletechno,Won,1056.0,1996.0,2214.94,5374.0,1096,4.0,Large,28.0,Established,1.0,5.0,2.0,Intermediate,0.6053811659192825,2007.4417475728155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.41215854112393
Kami Bicknell,Lexiqvolax,Won,560.0,2004.0,1618.89,3889.0,550,95.0,Medium,20.0,Mature,1.0,5.0,2.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.41627410645410134
Kary Hendrixson,Plexzap,Lost,0.0,2001.0,2437.85,4874.0,5482,64.0,Medium,23.0,Established,0.0,5.0,2.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.5001743947476405
Kary Hendrixson,Groovestreet,Won,588.0,2003.0,223.8,299.0,550,21.0,Small,21.0,Established,1.0,5.0,2.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.748494983277592
Kary Hendrixson,Y-corporation,Won,4356.0,1983.0,2871.35,9561.0,4821,94.0,Large,41.0,Established,1.0,5.0,2.0,Complex,0.5618279569892473,1356.113432835821,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.30031900428825437
Kary Hendrixson,Labdrill,Won,69.0,1985.0,2741.37,9226.0,55,76.0,Large,39.0,Established,1.0,5.0,2.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.2971352698894429
Lajuana Vencill,Rangreen,Won,505.0,1987.0,2938.67,8775.0,550,63.0,Large,37.0,Established,1.0,5.0,2.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.3348911680911681
Markita Hansen,Sonron,Won,510.0,1999.0,1699.85,5108.0,550,115.0,Large,25.0,Established,1.0,5.0,2.0,Basic,0.5118110236220472,1448.4229074889868,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.33278191072826935
Markita Hansen,Zoomit,Won,3722.0,1992.0,324.19,978.0,3393,115.0,Small,32.0,Established,1.0,5.0,2.0,Complex,0.5118110236220472,1448.4229074889868,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.33148261758691205
Maureen Marcano,Finjob,Won,1145.0,1988.0,2059.9,3644.0,1096,63.0,Medium,36.0,Established,1.0,5.0,2.0,Intermediate,0.6506550218340611,1645.0469483568074,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.5652854006586169
Moses Frase,Streethex,Won,53.0,1988.0,1376.8,1165.0,55,88.0,Medium,36.0,Established,1.0,5.0,2.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,1.181802575107296
Reed Clapper,Kan-code,Won,1120.0,1982.0,11698.03,34288.0,1096,15.0,Enterprise,42.0,Established,1.0,5.0,2.0,Intermediate,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.34116979701353245
Reed Clapper,Initech,Won,3404.0,1994.0,6395.05,20275.0,3393,114.0,Enterprise,30.0,Established,1.0,5.0,2.0,Complex,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.3154155363748459
Versie Hillebrand,Zumgoity,Lost,0.0,1984.0,441.08,1210.0,3393,8.0,Medium,40.0,Established,0.0,5.0,2.0,Complex,0.6027397260273972,710.9583333333334,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3645289256198347
Versie Hillebrand,Ron-tech,Won,46.0,1992.0,3922.42,6837.0,55,13.0,Large,32.0,Established,1.0,5.0,2.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5737048413046658
Wilburn Farren,The New York Inquirer,Won,53.0,1996.0,439.21,792.0,55,14.0,Small,28.0,Established,1.0,5.0,2.0,Basic,0.6707317073170732,1995.4430379746836,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.5545580808080808
Zane Levy,Singletechno,Lost,0.0,1996.0,2214.94,5374.0,550,81.0,Large,28.0,Established,0.0,5.0,2.0,Basic,0.5551724137931034,1647.7701149425288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.41215854112393
Zane Levy,Condax,Won,4988.0,2017.0,4.54,9.0,4821,5.0,Small,7.0,Young,1.0,5.0,2.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.5044444444444445
Zane Levy,Rantouch,Won,53.0,1994.0,1188.42,3015.0,55,73.0,Medium,30.0,Established,1.0,5.0,2.0,Basic,0.5551724137931034,1647.7701149425288,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.39416915422885573
Anna Snelling,Isdom,Won,523.0,2002.0,3178.24,4540.0,550,7.0,Medium,22.0,Established,1.0,6.0,2.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.7000528634361233
Anna Snelling,Hottechi,Won,63.0,1997.0,8170.38,16499.0,55,10.0,Enterprise,27.0,Established,1.0,6.0,2.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.495204557851991
Anna Snelling,Stanredtax,Won,54.0,1987.0,1698.2,3798.0,55,88.0,Medium,37.0,Established,1.0,6.0,2.0,Basic,0.5488126649076517,818.6190476190476,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.4471300684570827
Boris Faz,Yearin,Won,6117.0,2005.0,2261.05,3851.0,5482,98.0,Medium,19.0,Mature,1.0,6.0,2.0,Complex,0.5906432748538012,1710.0065359477123,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.5871332121526877
Cassey Cress,Ontomedia,Won,5112.0,1997.0,882.12,2769.0,5482,8.0,Medium,27.0,Established,1.0,6.0,2.0,Complex,0.5620689655172414,1726.0114942528735,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.31856988082340193
Corliss Cosme,Kan-code,Won,3527.0,1982.0,11698.03,34288.0,3393,94.0,Enterprise,42.0,Established,1.0,6.0,2.0,Complex,0.5859375,1838.585152838428,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,1,0,False,False,True,0.34116979701353245
Darcel Schlecht,Konmatfix,Lost,0.0,1985.0,375.43,1190.0,5482,10.0,Medium,39.0,Established,0.0,6.0,2.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.3154873949579832
Darcel Schlecht,Finhigh,Lost,0.0,2006.0,1102.43,1759.0,55,84.0,Medium,18.0,Mature,0.0,6.0,2.0,Basic,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.6267367822626493
Darcel Schlecht,Warephase,Lost,0.0,1997.0,2041.73,5276.0,3393,67.0,Large,27.0,Established,0.0,6.0,2.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.38698445792266867
Darcel Schlecht,Inity,Won,565.0,1986.0,2403.58,8801.0,550,13.0,Large,38.0,Established,1.0,6.0,2.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.2731030564708556
Darcel Schlecht,Ron-tech,Won,3771.0,1992.0,3922.42,6837.0,3393,8.0,Large,32.0,Established,1.0,6.0,2.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.5737048413046658
Elease Gluck,Fasehatice,Lost,0.0,1990.0,4968.91,7523.0,3393,69.0,Large,34.0,Established,0.0,6.0,2.0,Complex,0.5555555555555556,2295.1984126984125,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.6604958128406221
Gladys Colclough,Scottech,Won,6274.0,2012.0,45.39,100.0,5482,93.0,Small,12.0,Mature,1.0,6.0,2.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.4539
Hayden Neloms,Plexzap,Lost,0.0,2001.0,2437.85,4874.0,3393,63.0,Medium,23.0,Established,0.0,6.0,2.0,Complex,0.6445783132530121,1790.203947368421,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.5001743947476405
Hayden Neloms,Sunnamplex,Won,3480.0,2008.0,894.37,1593.0,3393,77.0,Medium,16.0,Mature,1.0,6.0,2.0,Complex,0.6445783132530121,1790.203947368421,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0,0,0,0,0,1,0,False,False,True,0.5614375392341494
James Ascencio,Fasehatice,Won,5770.0,1990.0,4968.91,7523.0,5482,76.0,Large,34.0,Established,1.0,6.0,2.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.6604958128406221
Kary Hendrixson,Hottechi,Lost,0.0,1997.0,8170.38,16499.0,3393,103.0,Enterprise,27.0,Established,0.0,6.0,2.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0,0,0,0,0,1,0,False,False,True,0.495204557851991
Lajuana Vencill,Statholdings,Lost,0.0,1997.0,291.27,586.0,5482,89.0,Small,27.0,Established,0.0,6.0,2.0,Complex,0.5,842.5627705627705,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.4970477815699658
Moses Frase,Rangreen,Lost,0.0,1987.0,2938.67,8775.0,550,61.0,Large,37.0,Established,0.0,6.0,2.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.3348911680911681
Niesha Huffines,Domzoom,Lost,0.0,1998.0,217.87,551.0,550,112.0,Small,26.0,Established,0.0,6.0,2.0,Basic,0.525,1011.2057142857143,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.3954083484573503
Niesha Huffines,Ron-tech,Lost,0.0,1992.0,3922.42,6837.0,550,116.0,Large,32.0,Established,0.0,6.0,2.0,Basic,0.525,1011.2057142857143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5737048413046658
Reed Clapper,Konex,Won,562.0,1980.0,7708.38,13756.0,550,11.0,Enterprise,44.0,Established,1.0,6.0,2.0,Basic,0.6540084388185654,1849.5189873417721,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.5603649316661821
Rosie Papadopoulos,Mathtouch,Won,4686.0,1984.0,3027.46,9516.0,4821,63.0,Large,40.0,Established,1.0,6.0,2.0,Complex,0.5735294117647058,1902.2231404958677,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0,0,0,0,1,0,0,False,True,False,0.31814417822614544
Vicki Laflamme,Newex,Lost,0.0,1991.0,1012.72,3492.0,3393,82.0,Medium,33.0,Established,0.0,6.0,2.0,Complex,0.5909090909090909,1378.6628242074928,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,1,0,False,False,True,0.2900114547537228
Violet Mclelland,Opentech,Won,38.0,1994.0,355.23,853.0,55,93.0,Small,30.0,Established,1.0,6.0,2.0,Basic,0.5727699530516432,639.5388601036269,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.4164478311840563
Zane Levy,Finjob,Won,3184.0,1988.0,2059.9,3644.0,3393,65.0,Medium,36.0,Established,1.0,6.0,2.0,Complex,0.5551724137931034,1647.7701149425288,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,1,0,False,False,True,0.5652854006586169
Anna Snelling,Rundofase,Won,5373.0,1983.0,1008.06,1238.0,5482,107.0,Medium,41.0,Established,1.0,6.0,2.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.8142649434571889
Boris Faz,Bluth Company,Won,1239.0,1993.0,1242.32,3027.0,1096,95.0,Medium,31.0,Established,1.0,6.0,2.0,Intermediate,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.410412950115626
Cecily Lampkin,Isdom,Lost,0.0,2002.0,3178.24,4540.0,3393,16.0,Medium,22.0,Established,0.0,6.0,2.0,Complex,0.6294117647058823,1436.25,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.7000528634361233
Cecily Lampkin,Streethex,Won,52.0,1988.0,1376.8,1165.0,55,10.0,Medium,36.0,Established,1.0,6.0,2.0,Basic,0.6294117647058823,1436.25,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,1.181802575107296
Corliss Cosme,Ganjaflex,Won,651.0,1995.0,5158.71,17479.0,550,109.0,Enterprise,29.0,Established,1.0,6.0,2.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0,1,0,0,0,0,0,False,True,False,0.2951375936838492
Darcel Schlecht,dambase,Won,6026.0,1995.0,2173.98,2928.0,5482,61.0,Medium,29.0,Established,1.0,6.0,2.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.7424795081967214
James Ascencio,Green-Plus,Won,5569.0,2003.0,692.19,1922.0,5482,95.0,Medium,21.0,Established,1.0,6.0,2.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.36014047866805415
Jonathan Berthelot,Dontechi,Lost,0.0,1982.0,4618.0,10083.0,550,84.0,Enterprise,42.0,Established,0.0,6.0,2.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.4579986115243479
Jonathan Berthelot,Hottechi,Won,519.0,1997.0,8170.38,16499.0,550,94.0,Enterprise,27.0,Established,1.0,6.0,2.0,Basic,0.5958188153310104,1079.1136363636363,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.495204557851991
Kami Bicknell,Scotfind,Won,558.0,1996.0,6354.87,16780.0,550,95.0,Enterprise,28.0,Established,1.0,6.0,2.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.3787169249106079
Kary Hendrixson,Sonron,Won,523.0,1999.0,1699.85,5108.0,550,95.0,Large,25.0,Established,1.0,6.0,2.0,Basic,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,1,0,0,0,0,0,False,True,False,0.33278191072826935
Kary Hendrixson,Scotfind,Won,4869.0,1996.0,6354.87,16780.0,4821,79.0,Enterprise,28.0,Established,1.0,6.0,2.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.3787169249106079
Lajuana Vencill,Funholding,Lost,0.0,1991.0,2819.5,7227.0,55,61.0,Large,33.0,Established,0.0,6.0,2.0,Basic,0.5,842.5627705627705,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3901342189013422
Lajuana Vencill,Stanredtax,Won,588.0,1987.0,1698.2,3798.0,550,68.0,Medium,37.0,Established,1.0,6.0,2.0,Basic,0.5,842.5627705627705,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.4471300684570827
Marty Freudenburg,Condax,Won,5712.0,2017.0,4.54,9.0,5482,80.0,Small,7.0,Young,1.0,6.0,2.0,Complex,0.5350877192982456,1501.0051546391753,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.5044444444444445
Maureen Marcano,Golddex,Won,1046.0,2008.0,52.5,165.0,1096,88.0,Small,16.0,Mature,1.0,6.0,2.0,Intermediate,0.6506550218340611,1645.0469483568074,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.3181818181818182
Maureen Marcano,Singletechno,Won,54.0,1996.0,2214.94,5374.0,55,76.0,Large,28.0,Established,1.0,6.0,2.0,Basic,0.6506550218340611,1645.0469483568074,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.41215854112393
Reed Clapper,Xx-zobam,Won,4933.0,1989.0,3838.39,8274.0,4821,71.0,Large,35.0,Established,1.0,6.0,2.0,Complex,0.6540084388185654,1849.5189873417721,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.4639098380468939
Reed Clapper,Umbrella Corporation,Won,60.0,1998.0,2022.14,5113.0,55,116.0,Large,26.0,Established,1.0,6.0,2.0,Basic,0.6540084388185654,1849.5189873417721,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.3954899276354391
Violet Mclelland,Zathunicon,Won,,2010.0,71.12,144.0,4821,47.98539710922366,Small,14.0,Mature,1.0,6.0,2.0,Complex,0.5727699530516432,639.5388601036269,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.49388888888888893
Violet Mclelland,Silis,Won,572.0,1994.0,2818.38,6290.0,550,102.0,Large,30.0,Established,1.0,6.0,2.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,1,0,0,0,0,0,False,True,False,0.4480731319554849
Violet Mclelland,Condax,Won,55.0,2017.0,4.54,9.0,55,89.0,Small,7.0,Young,1.0,6.0,2.0,Basic,0.5727699530516432,639.5388601036269,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.5044444444444445
Violet Mclelland,Xx-zobam,Won,51.0,1989.0,3838.39,8274.0,55,81.0,Large,35.0,Established,1.0,6.0,2.0,Basic,0.5727699530516432,639.5388601036269,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.4639098380468939
Cassey Cress,Vehement Capital Partners,Lost,0.0,1993.0,646.1,883.0,5482,82.0,Small,31.0,Established,0.0,6.0,2.0,Complex,0.5620689655172414,1726.0114942528735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,1,0,0,0,False,True,False,0.7317100792751983
Cassey Cress,Opentech,Won,59.0,1994.0,355.23,853.0,55,89.0,Small,30.0,Established,1.0,6.0,2.0,Basic,0.5620689655172414,1726.0114942528735,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.4164478311840563
Daniell Hammack,Betasoloin,Won,4492.0,1999.0,251.41,495.0,4821,3.0,Small,25.0,Established,1.0,6.0,2.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,1,0,0,False,True,False,0.5078989898989898
Darcel Schlecht,Treequote,Lost,0.0,1988.0,5266.09,8595.0,550,61.0,Large,36.0,Established,0.0,6.0,2.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.6126922629435718
