sales_agent,account,deal_stage,close_value,year_founded_at,revenue,number_of_employees,sales_price,sales_cycle_duration,company_size,company_age,company_age_category,is_won,engagement_month,engagement_quarter,product_complexity,agent_conversion_rate,agent_avg_deal_value,sector_employment,sector_entertainment,sector_finance,sector_marketing,sector_medical,sector_retail,sector_services,sector_software,sector_technolgy,sector_telecommunications,office_location_Belgium,office_location_Brazil,office_location_China,office_location_Germany,office_location_Italy,office_location_Japan,office_location_Jordan,office_location_Kenya,office_location_Korea,office_location_Norway,office_location_Panama,office_location_Philipines,office_location_Poland,office_location_Romania,office_location_United States,regional_office_Central,regional_office_East,regional_office_West,product_GTK 500,product_GTX Basic,product_GTX Plus Basic,product_GTX Plus Pro,product_GTX Pro,product_MG Advanced,product_MG Special,series_GTK,series_GTX,series_MG,revenue_per_employee,predicted_is_won,predicted_deal_stage
Marty Freudenburg,Zotware,Engaging,,1979.0,4478.47,13809.0,550,47.98539710922366,Enterprise,45.0,Established,,7.0,3.0,Basic,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.32431530161488886,1.0,Won
Marty Freudenburg,Treequote,Engaging,,1988.0,5266.09,8595.0,55,47.98539710922366,Large,36.0,Established,,7.0,3.0,Basic,0.5350877192982456,1501.0051546391753,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.6126922629435718,1.0,Won
Moses Frase,Xx-holding,Engaging,,1993.0,7537.24,20293.0,3393,47.98539710922366,Enterprise,31.0,Established,,7.0,3.0,Complex,0.5972222222222222,1062.4717948717948,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.37142068693638197,1.0,Won
Niesha Huffines,Konex,Engaging,,1980.0,7708.38,13756.0,1096,47.98539710922366,Enterprise,44.0,Established,,7.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.5603649316661821,1.0,Won
Niesha Huffines,Faxquote,Engaging,,1995.0,1825.82,5595.0,3393,47.98539710922366,Large,29.0,Established,,7.0,3.0,Complex,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.32633065236818587,1.0,Won
Versie Hillebrand,Sonron,Engaging,,1999.0,1699.85,5108.0,55,47.98539710922366,Large,25.0,Established,,7.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.33278191072826935,1.0,Won
Anna Snelling,Konmatfix,Engaging,,1985.0,375.43,1190.0,55,47.98539710922366,Medium,39.0,Established,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3154873949579832,1.0,Won
Cassey Cress,Bluth Company,Engaging,,1993.0,1242.32,3027.0,1096,47.98539710922366,Medium,31.0,Established,,7.0,3.0,Intermediate,0.5620689655172414,1726.0114942528735,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,1,0,0,0,0,False,True,False,0.410412950115626,1.0,Won
Darcel Schlecht,Kinnamplus,Engaging,,2004.0,702.72,1831.0,1096,47.98539710922366,Medium,20.0,Mature,,7.0,3.0,Intermediate,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.383790278536319,1.0,Won
Darcel Schlecht,Inity,Engaging,,1986.0,2403.58,8801.0,5482,47.98539710922366,Large,38.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.2731030564708556,1.0,Won
Darcel Schlecht,Sumace,Engaging,,2000.0,167.89,493.0,4821,47.98539710922366,Small,24.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,0,0,1,0,0,False,True,False,0.3405476673427992,1.0,Won
Gladys Colclough,Xx-holding,Engaging,,1993.0,7537.24,20293.0,3393,47.98539710922366,Enterprise,31.0,Established,,7.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.37142068693638197,1.0,Won
James Ascencio,Donquadtech,Engaging,,1992.0,1712.68,3194.0,4821,47.98539710922366,Medium,32.0,Established,,7.0,3.0,Complex,0.6053811659192825,2007.4417475728155,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.5362179085785849,1.0,Won
Lajuana Vencill,The New York Inquirer,Engaging,,1996.0,439.21,792.0,3393,47.98539710922366,Small,28.0,Established,,7.0,3.0,Complex,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.5545580808080808,1.0,Won
Niesha Huffines,Umbrella Corporation,Engaging,,1998.0,2022.14,5113.0,1096,47.98539710922366,Large,26.0,Established,,7.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.3954899276354391,1.0,Won
Anna Snelling,Golddex,Engaging,,2008.0,52.5,165.0,55,47.98539710922366,Small,16.0,Mature,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3181818181818182,1.0,Won
Darcel Schlecht,Finjob,Engaging,,1988.0,2059.9,3644.0,4821,47.98539710922366,Medium,36.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5652854006586169,1.0,Won
Darcel Schlecht,Funholding,Engaging,,1991.0,2819.5,7227.0,4821,47.98539710922366,Large,33.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.3901342189013422,1.0,Won
Darcel Schlecht,Konex,Engaging,,1980.0,7708.38,13756.0,4821,47.98539710922366,Enterprise,44.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5603649316661821,1.0,Won
Jonathan Berthelot,Singletechno,Engaging,,1996.0,2214.94,5374.0,1096,47.98539710922366,Large,28.0,Established,,7.0,3.0,Intermediate,0.5958188153310104,1079.1136363636363,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.41215854112393,1.0,Won
Marty Freudenburg,Singletechno,Engaging,,1996.0,2214.94,5374.0,1096,47.98539710922366,Large,28.0,Established,,7.0,3.0,Intermediate,0.5350877192982456,1501.0051546391753,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.41215854112393,1.0,Won
Marty Freudenburg,Y-corporation,Engaging,,1983.0,2871.35,9561.0,1096,47.98539710922366,Large,41.0,Established,,7.0,3.0,Intermediate,0.5350877192982456,1501.0051546391753,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.30031900428825437,1.0,Won
Versie Hillebrand,Xx-zobam,Engaging,,1989.0,3838.39,8274.0,5482,47.98539710922366,Large,35.0,Established,,7.0,3.0,Complex,0.6027397260273972,710.9583333333334,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.4639098380468939,0.0,Lost
Zane Levy,Toughzap,Engaging,,1995.0,332.43,799.0,4821,47.98539710922366,Small,29.0,Established,,7.0,3.0,Complex,0.5551724137931034,1647.7701149425288,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,1,0,0,False,True,False,0.4160575719649562,1.0,Won
Anna Snelling,Yearin,Engaging,,2005.0,2261.05,3851.0,550,47.98539710922366,Medium,19.0,Mature,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5871332121526877,1.0,Won
Darcel Schlecht,Statholdings,Engaging,,1997.0,291.27,586.0,1096,47.98539710922366,Small,27.0,Established,,7.0,3.0,Intermediate,0.5693311582381729,2085.3779385171792,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.4970477815699658,1.0,Won
Darcel Schlecht,Xx-zobam,Engaging,,1989.0,3838.39,8274.0,4821,47.98539710922366,Large,35.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.4639098380468939,1.0,Won
Gladys Colclough,Newex,Engaging,,1991.0,1012.72,3492.0,4821,47.98539710922366,Medium,33.0,Established,,7.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,1,0,0,False,True,False,0.2900114547537228,1.0,Won
Lajuana Vencill,Nam-zim,Engaging,,1987.0,405.59,1179.0,550,47.98539710922366,Medium,37.0,Established,,7.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.34401187446988973,1.0,Won
Lajuana Vencill,Dalttechnology,Engaging,,2013.0,98.79,96.0,55,47.98539710922366,Small,11.0,Mature,,7.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,1.0290625,1.0,Won
Niesha Huffines,Treequote,Engaging,,1988.0,5266.09,8595.0,3393,47.98539710922366,Large,36.0,Established,,7.0,3.0,Complex,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.6126922629435718,1.0,Won
Versie Hillebrand,Kan-code,Engaging,,1982.0,11698.03,34288.0,550,47.98539710922366,Enterprise,42.0,Established,,7.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.34116979701353245,1.0,Won
Darcel Schlecht,Codehow,Engaging,,1998.0,2714.9,2641.0,550,47.98539710922366,Medium,26.0,Established,,7.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,1.027981825066263,1.0,Won
Darcel Schlecht,The New York Inquirer,Engaging,,1996.0,439.21,792.0,4821,47.98539710922366,Small,28.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.5545580808080808,1.0,Won
Darcel Schlecht,Singletechno,Engaging,,1996.0,2214.94,5374.0,55,47.98539710922366,Large,28.0,Established,,7.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.41215854112393,1.0,Won
Kami Bicknell,Bluth Company,Engaging,,1993.0,1242.32,3027.0,1096,47.98539710922366,Medium,31.0,Established,,7.0,3.0,Intermediate,0.5780730897009967,1163.4411764705883,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,1,0,0,0,0,False,True,False,0.410412950115626,1.0,Won
Lajuana Vencill,Zumgoity,Engaging,,1984.0,441.08,1210.0,55,47.98539710922366,Medium,40.0,Established,,7.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3645289256198347,1.0,Won
Versie Hillebrand,Yearin,Engaging,,2005.0,2261.05,3851.0,55,47.98539710922366,Medium,19.0,Mature,,7.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5871332121526877,1.0,Won
Boris Faz,Acme Corporation,Engaging,,1996.0,1100.04,2822.0,55,47.98539710922366,Medium,28.0,Established,,7.0,3.0,Basic,0.5906432748538012,1710.0065359477123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.3898086463501063,0.0,Lost
Darcel Schlecht,Scottech,Engaging,,2012.0,45.39,100.0,5482,47.98539710922366,Small,12.0,Mature,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.4539,1.0,Won
Darcel Schlecht,J-Texon,Engaging,,1989.0,1388.67,3583.0,4821,47.98539710922366,Medium,35.0,Established,,7.0,3.0,Complex,0.5693311582381729,2085.3779385171792,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.3875718671504326,1.0,Won
Lajuana Vencill,Bioholding,Engaging,,2012.0,587.34,1356.0,55,47.98539710922366,Medium,12.0,Mature,,7.0,3.0,Basic,0.5,842.5627705627705,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.433141592920354,1.0,Won
Moses Frase,Plusstrip,Engaging,,2002.0,349.81,315.0,55,47.98539710922366,Small,22.0,Established,,7.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,1.1105079365079364,1.0,Won
Niesha Huffines,Donquadtech,Engaging,,1992.0,1712.68,3194.0,550,47.98539710922366,Medium,32.0,Established,,7.0,3.0,Basic,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5362179085785849,1.0,Won
Niesha Huffines,Dontechi,Engaging,,1982.0,4618.0,10083.0,1096,47.98539710922366,Enterprise,42.0,Established,,7.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.4579986115243479,1.0,Won
Anna Snelling,Rangreen,Engaging,,1987.0,2938.67,8775.0,55,47.98539710922366,Large,37.0,Established,,7.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.3348911680911681,1.0,Won
Gladys Colclough,Sumace,Engaging,,2000.0,167.89,493.0,550,47.98539710922366,Small,24.0,Established,,7.0,3.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.3405476673427992,1.0,Won
Gladys Colclough,Sumace,Engaging,,2000.0,167.89,493.0,3393,47.98539710922366,Small,24.0,Established,,7.0,3.0,Complex,0.5152671755725191,1489.9741379310344,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3405476673427992,1.0,Won
Lajuana Vencill,Acme Corporation,Engaging,,1996.0,1100.04,2822.0,3393,47.98539710922366,Medium,28.0,Established,,7.0,3.0,Complex,0.5,842.5627705627705,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3898086463501063,1.0,Won
Niesha Huffines,Kan-code,Engaging,,1982.0,11698.03,34288.0,550,47.98539710922366,Enterprise,42.0,Established,,7.0,3.0,Basic,0.525,1011.2057142857143,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.34116979701353245,1.0,Won
Anna Snelling,Plusstrip,Engaging,,2002.0,349.81,315.0,55,47.98539710922366,Small,22.0,Established,,8.0,3.0,Basic,0.5488126649076517,818.6190476190476,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,1.1105079365079364,1.0,Won
Darcel Schlecht,Rundofase,Engaging,,1983.0,1008.06,1238.0,55,47.98539710922366,Medium,41.0,Established,,8.0,3.0,Basic,0.5693311582381729,2085.3779385171792,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.8142649434571889,1.0,Won
Moses Frase,Plussunin,Engaging,,2003.0,1419.98,4018.0,55,47.98539710922366,Medium,21.0,Established,,8.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.35340467894474864,1.0,Won
Niesha Huffines,Rangreen,Engaging,,1987.0,2938.67,8775.0,1096,47.98539710922366,Large,37.0,Established,,8.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,0,0,1,0,0,0,0,False,True,False,0.3348911680911681,1.0,Won
Niesha Huffines,Zotware,Engaging,,1979.0,4478.47,13809.0,4821,47.98539710922366,Enterprise,45.0,Established,,8.0,3.0,Complex,0.525,1011.2057142857143,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,1,0,0,False,True,False,0.32431530161488886,1.0,Won
Versie Hillebrand,Hatfan,Engaging,,1982.0,792.46,1299.0,5482,47.98539710922366,Medium,42.0,Established,,8.0,3.0,Complex,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,1,0,0,0,False,True,False,0.6100538876058507,1.0,Won
Versie Hillebrand,Cancity,Engaging,,2001.0,718.62,2448.0,55,47.98539710922366,Medium,23.0,Established,,8.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.2935539215686275,1.0,Won
Versie Hillebrand,Hatfan,Engaging,,1982.0,792.46,1299.0,55,47.98539710922366,Medium,42.0,Established,,8.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,0,1,False,False,True,0.6100538876058507,1.0,Won
Versie Hillebrand,Mathtouch,Engaging,,1984.0,3027.46,9516.0,55,47.98539710922366,Large,40.0,Established,,8.0,3.0,Basic,0.6027397260273972,710.9583333333334,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.31814417822614544,1.0,Won
Moses Frase,Domzoom,Engaging,,1998.0,217.87,551.0,3393,47.98539710922366,Small,26.0,Established,,8.0,3.0,Complex,0.5972222222222222,1062.4717948717948,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3954083484573503,1.0,Won
Anna Snelling,Ganjaflex,Engaging,,1995.0,5158.71,17479.0,3393,47.98539710922366,Enterprise,29.0,Established,,8.0,3.0,Complex,0.5488126649076517,818.6190476190476,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,1,0,False,False,True,0.2951375936838492,1.0,Won
Gladys Colclough,Betatech,Engaging,,1986.0,647.18,1185.0,55,47.98539710922366,Medium,38.0,Established,,8.0,3.0,Basic,0.5152671755725191,1489.9741379310344,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,0,0,0,0,0,1,False,False,True,0.5461434599156118,1.0,Won
Kami Bicknell,Cancity,Engaging,,2001.0,718.62,2448.0,55,47.98539710922366,Medium,23.0,Established,,8.0,3.0,Basic,0.5780730897009967,1163.4411764705883,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.2935539215686275,1.0,Won
Lajuana Vencill,Acme Corporation,Engaging,,1996.0,1100.04,2822.0,3393,47.98539710922366,Medium,28.0,Established,,8.0,3.0,Complex,0.5,842.5627705627705,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3898086463501063,0.0,Lost
Moses Frase,Umbrella Corporation,Engaging,,1998.0,2022.14,5113.0,3393,47.98539710922366,Large,26.0,Established,,8.0,3.0,Complex,0.5972222222222222,1062.4717948717948,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3954899276354391,1.0,Won
Niesha Huffines,Gogozoom,Engaging,,2007.0,86.68,187.0,1096,47.98539710922366,Small,17.0,Mature,,8.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.4635294117647059,1.0,Won
Vicki Laflamme,Mathtouch,Engaging,,1984.0,3027.46,9516.0,55,47.98539710922366,Large,40.0,Established,,8.0,3.0,Basic,0.5909090909090909,1378.6628242074928,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,0,0,0,0,0,0,1,False,False,True,0.31814417822614544,1.0,Won
Corliss Cosme,Cancity,Engaging,,2001.0,718.62,2448.0,55,47.98539710922366,Medium,23.0,Established,,8.0,3.0,Basic,0.5859375,1838.585152838428,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0,0,0,0,0,0,1,False,False,True,0.2935539215686275,1.0,Won
Moses Frase,Condax,Engaging,,2017.0,4.54,9.0,550,47.98539710922366,Small,7.0,Young,,8.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,1,0,0,0,0,0,False,True,False,0.5044444444444445,1.0,Won
Moses Frase,Funholding,Engaging,,1991.0,2819.5,7227.0,3393,47.98539710922366,Large,33.0,Established,,8.0,3.0,Complex,0.5972222222222222,1062.4717948717948,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,0,0,0,1,0,False,False,True,0.3901342189013422,1.0,Won
Niesha Huffines,Betasoloin,Engaging,,1999.0,251.41,495.0,1096,47.98539710922366,Small,25.0,Established,,8.0,3.0,Intermediate,0.525,1011.2057142857143,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0,0,1,0,0,0,0,False,True,False,0.5078989898989898,1.0,Won
Daniell Hammack,Bioholding,Engaging,,2012.0,587.34,1356.0,4821,47.98539710922366,Medium,12.0,Mature,,8.0,3.0,Complex,0.5377358490566038,1947.7486631016043,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0,0,0,0,1,0,0,False,True,False,0.433141592920354,1.0,Won
Elease Gluck,Bioplex,Engaging,,1991.0,326.82,1016.0,55,47.98539710922366,Medium,33.0,Established,,8.0,3.0,Basic,0.5555555555555556,2295.1984126984125,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,0,0,0,1,False,False,True,0.3216732283464567,1.0,Won
Kary Hendrixson,Betasoloin,Engaging,,1999.0,251.41,495.0,5482,47.98539710922366,Small,25.0,Established,,8.0,3.0,Complex,0.5618279569892473,1356.113432835821,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0,0,0,1,0,0,0,False,True,False,0.5078989898989898,1.0,Won
Moses Frase,Zencorporation,Engaging,,2011.0,40.79,142.0,550,47.98539710922366,Small,13.0,Mature,,8.0,3.0,Basic,0.5972222222222222,1062.4717948717948,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,0,0,0,0,False,True,False,0.28725352112676056,1.0,Won
